variable,91_1_label,91_1_type,91_1_present,91_2_label,91_2_type,91_2_present,95_label,95_type,95_present,99_label,99_type,99_present,103_label,103_type,103_present,106_label,106_type,106_present,110_label,110_type,110_present,years_count
q12,12.請問您家中有幾部自用機車?,haven_labelled,1,12.請問您家中有幾部自用機車?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
h3o,,,0,,,0,,,0,,,0,H3.請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」,numeric,1,,,0,h3o,numeric,1,2
h4o,,,0,,,0,,,0,,,0,H4.請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少?,numeric,1,,,0,h4o,numeric,1,2
h5o,,,0,,,0,,,0,,,0,H5.請問您個人每個月的「房屋、土地出租租金」收入總共是多少?請記錄___元,numeric,1,,,0,h5o,numeric,1,2
l4,,,0,,,0,,,0,L4.如果您需要貸款，請問您最希望從農會、儲蓄互助社，還是ㄧ般銀行取得資金？,haven_labelled,1,,,0,L4.包含經濟戶長本人，全家每個月接受「政府發給津貼、補助、各種社會保險、私人保險」,haven_labelled,1,,,0,2
i5,,,0,,,0,,,0,I5.包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年平均每,haven_labelled,1,I5.包含您本人，全家每個月接受「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省,haven_labelled,1,,,0,,,0,2
f2_1,,,0,,,0,,,0,F2_1.其中原住民有幾位？(F2-1-1~F2-1-5的總合),numeric,1,F2-1.請問您的先生/太太所屬的族別?(若有雙重族別，請詢問登記的族別為何),haven_labelled,1,,,0,,,0,2
l3_2,,,0,,,0,,,0,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,1,,,0,,,0,請問您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪 些？(可複選) □(1)申請資格不符而未申請 □(2)不清楚有什麼措施可以申請 □(3)被拒絕受理。請紀錄原因_____________ □(4)沒有需求 □(5)其他（請說明）__________ ※您的資料僅供原住民族委員會探討經濟狀況使用不做他途※ 【特殊狀況註記】 附 1-14,character,1,2
i7,,,0,,,0,,,0,I7.包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年,haven_labelled,1,I7.包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少?【過去ㄧ年平均每個,haven_labelled,1,,,0,,,0,2
f4_1,,,0,,,0,,,0,F4-1.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作？,haven_labelled,1,,,0,F4.您家庭的主要經濟來源是什麼(複選，超過總收入五分之一者皆算入主要經濟來源)?來源一,haven_labelled,1,,,0,2
h6o,,,0,,,0,,,0,,,0,H6.除了以上這些收入以外，請問您(經濟戶長)個人每個月「其他雜項」收入總共是多少?請記,numeric,1,,,0,h6o,numeric,1,2
f3o,,,0,,,0,,,0,,,0,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),character,1,,,0,f3o,character,1,2
f3_4,,,0,,,0,,,0,,,0,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),haven_labelled,1,,,0,除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資 G 部分：家庭收入,character,1,2
f3_3,,,0,,,0,,,0,,,0,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),haven_labelled,1,,,0,除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資 G 部分：家庭收入,character,1,2
f3_2,,,0,,,0,,,0,,,0,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),haven_labelled,1,,,0,除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資 G 部分：家庭收入,character,1,2
q13,13.請問您家中有幾部冷(暖)氣機?,haven_labelled,1,13.請問您家中有幾部冷(暖)氣機?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
f3,,,0,,,0,,,0,F3.請問您的配偶屬於以下那種身分？,haven_labelled,1,,,0,F3.目前與您「不同戶籍」，但「有住在一起」的有幾個人?,haven_labelled,1,,,0,2
f2o,,,0,,,0,,,0,,,0,F2.請問您的配偶屬於以下那種身分?外國人國籍,character,1,,,0,f2o,numeric,1,2
q19,19.請問您每個月的租金是多少?,haven_labelled,1,19.請問您每個月的租金是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
m3,,,0,,,0,,,0,M3. 請問您今年幾歲？,haven_labelled,1,,,0,M3.您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保,haven_labelled,1,,,0,2
q20,20.請問您有沒有房屋貸款?,haven_labelled,1,20.請問您有沒有房屋貸款?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
j7_7_1,,,0,,,0,,,0,J7_7.請問您家庭過去一年有沒有兒童照顧/老人照顧/身心障礙者照顧的支出,haven_labelled,1,J7-7.「買衣服/鞋子/襪子各項衣物」支出有無,haven_labelled,1,,,0,,,0,2
j7_8_2,,,0,,,0,,,0,J7_8.平均每個月支出金額,haven_labelled,1,J7-8.「買家具/家庭電器/廚房用具」支出金額,haven_labelled,1,,,0,,,0,2
c2,,,0,,,0,C2.請問您今年幾歲?(若不知道，問幾年幾月生，以95-出生年=幾歲),haven_labelled,1,,,0,,,0,,,0,"若房子為租賃/配住者（C1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答D部 分 □(1)未滿 1,000元 □(2)1,000 元-未滿3,000元 □(3)3,000 元-未滿5,000元 □(4)5,000 元-未滿6,000元 □(5)6,000 元-未滿7,000元 □(6)7,000 元-未滿8,000元 □(7)8,000 元-未滿9,000元 □(8)9,000 元-",character,1,2
j7_8_1,,,0,,,0,,,0,J7_8.請問您家庭過去一年有沒有其他費用的支出,haven_labelled,1,J7-8.「買家具/家庭電器/廚房用具」支出有無,haven_labelled,1,,,0,,,0,2
c3,,,0,,,0,C3.請問您的教育程度?,haven_labelled,1,,,0,,,0,,,0,請問您現在住的房子是什麼時候購買/搭建的？民國___________年,character,1,2
c4,,,0,,,0,C4.請問你們家是不是符合地方政府列冊登記有案的低收入戶?,haven_labelled,1,,,0,,,0,,,0,請問您現在住的房子樓地板面積是多少？___________坪,numeric,1,2
c5,,,0,,,0,C5.請問目前與您住在一起共同生活的(包括您自己)有幾個人?____人,numeric,1,,,0,,,0,,,0,請問您現在住的房子如果出租的話，租金會是多少？________________元,numeric,1,2
i2_1,,,0,,,0,,,0,,,0,I2-1.除了您本人，請問家裡其他具有原住民身分且有固定收入的家人總共有幾位?,haven_labelled,1,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,2
j7_7_2,,,0,,,0,,,0,J7_7.平均每個月支出金額,haven_labelled,1,J7-7.「買衣服/鞋子/襪子各項衣物」支出金額,haven_labelled,1,,,0,,,0,2
c6,,,0,,,0,C6.請問您目前的婚姻狀況是?,haven_labelled,1,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,character,1,2
l2_3_2,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目二,haven_labelled,1,,,0,,,0,2
q7f,7.(4)年齡在60歲及以上的原住民有幾位,haven_labelled,1,7.(4)年齡在60歲及以上的原住民有幾位,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q7e,7.(3)年齡在13歲~18歲的原住民有幾位,haven_labelled,1,7.(3)年齡在13歲~18歲的原住民有幾位,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q20a,20-1.請問您每個月房屋貸款本金和利息總共是多少?,haven_labelled,1,20-1.請問您每個月房屋貸款本金和利息總共是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q7c,7.(1)年齡在6歲及以下的原住民有幾位,haven_labelled,1,7.(1)年齡在6歲及以下的原住民有幾位,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q7b,7.其中原住民有幾位?,haven_labelled,1,7.其中原住民有幾位?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q7a,7.請問目前與您住在一起共同生活的(包括您自己)總共有幾個人?,haven_labelled,1,7.請問目前與您住在一起共同生活的(包括您自己)總共有幾個人?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
j7_6_2,,,0,,,0,,,0,J7_6.平均每個月支出金額,haven_labelled,1,J7-6.「外食費/學生住宿費/自助旅行住宿服務費」支出金額,haven_labelled,1,,,0,,,0,2
q6a,6-1.請問他(她)所屬的族別?,haven_labelled,1,6-1.請問他(她)所屬的族別?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
l2_3_10,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目十,haven_labelled,1,,,0,,,0,2
c1,,,0,,,0,C1.首先請問您屬於哪一個族別?,haven_labelled,1,,,0,,,0,,,0,請問您現在住的房子是屬於誰的？ □(1)自有(住宅所有權為家庭內共同生活居住成員擁有) /自己搭建跳答 C3 □(2)不住在一起的配偶、父母或子女所擁有(住宅所有權不屬於家庭內共同生活居住成員擁有) 跳答 C3 □(3)向政府租賃(如:社會住宅) 續問C2 □(4)向私人租賃續問C2 □(5)單位/公司配住續問C2 □(6)借用(目前居住的住宅向他人借用，不需支付費用，如退休人員續住公家宿舍)跳答,character,1,2
l2_3_1,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目一,haven_labelled,1,,,0,,,0,2
k1_1a,,,0,,,0,,,0,K1-1.請問您個人每個月用於投資的金額是多少？,haven_labelled,1,K1-1.請問您個人每個月用於投資的金額是多少?,haven_labelled,1,,,0,,,0,2
weight,,,0,,,0,加權權值,numeric,1,,,0,,,0,,,0,weight,numeric,1,2
l1,,,0,,,0,,,0,L1.請問您或您的家人最需要政府提供什麼幫忙？,haven_labelled,1,,,0,L1.除了經濟戶長本人以外，家裡有沒有「其他家人」有固定收入?,haven_labelled,1,,,0,2
k3_2,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資二,haven_labelled,1,請問您不能包容跨性別者或同性婚姻家庭的原因為何？(可複選) □(1)社會觀感 □(2)宗教 □(3) 其他（請說明）__________________ 附 1-13 L 部分：疫情所致經濟衝擊與需求,character,1,2
w1,,,0,,,0,,,0,擴大係數,numeric,1,樣本權數,numeric,1,,,0,,,0,2
k3_1,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資一,haven_labelled,1,請問您不能包容跨性別者或同性婚姻家庭的原因為何？(可複選) □(1)社會觀感 □(2)宗教 □(3) 其他（請說明）__________________ 附 1-13 L 部分：疫情所致經濟衝擊與需求,character,1,2
l1_1,,,0,,,0,,,0,,,0,L1.請問您或您的家人最需要政府提供什麼幫忙?(單選),haven_labelled,1,,,0,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,1,2
n1,,,0,,,0,,,0,,,0,N1.請問您需不需要負責家計?,haven_labelled,1,N1.您或您的家人最需要政府提供什麼幫忙?,haven_labelled,1,,,0,2
n2,,,0,,,0,,,0,,,0,N2.請問您所屬的族別?,haven_labelled,1,N2.您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務(包含微笑貸、青年創,haven_labelled,1,,,0,2
l1o,,,0,,,0,,,0,,,0,L1.請問您或您的家人最需要政府提供什麼幫忙?其他(請說明),character,1,L1.除了經濟戶長本人以外，家裡有沒有「其他家人」有固定收入?(1)有，共__位,numeric,1,,,0,2
b01,訪員編號,numeric,1,訪員編號,numeric,1,,,0,,,0,,,0,,,0,,,0,2
k1_5,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,1,K1.請問您個人目前有從事以下哪些投資嗎?(可複選)投資五,haven_labelled,1,,,0,,,0,2
l2_2_1,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因一,haven_labelled,1,,,0,,,0,2
k1_4,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,1,K1.請問您個人目前有從事以下哪些投資嗎?(可複選)投資四,haven_labelled,1,,,0,,,0,2
l2_2_2,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因二,haven_labelled,1,,,0,,,0,2
k1_3,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,1,K1.請問您個人目前有從事以下哪些投資嗎?(可複選)投資三,haven_labelled,1,,,0,,,0,2
l2_2_3,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因三,haven_labelled,1,,,0,,,0,2
l2_2_4,,,0,,,0,,,0,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,1,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因四,haven_labelled,1,,,0,,,0,2
j7_6_1,,,0,,,0,,,0,J7_6.請問您家庭過去一年有沒有購買傢俱/家庭電器/廚房用具的支出,haven_labelled,1,J7-6.「外食費/學生住宿費/自助旅行住宿服務費」支出有無,haven_labelled,1,,,0,,,0,2
q7d,7.(2)年齡在7歲~12歲的原住民有幾位,haven_labelled,1,7.(2)年齡在7歲~12歲的原住民有幾位,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q26a,26-1.您或您的家人最需要政府幫忙的事項是：,haven_labelled,1,26-1.您或您的家人最需要政府幫忙的事項是：,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q5,5.請問您的婚姻狀況是?,haven_labelled,1,5.請問您的婚姻狀況是?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q25a,25-1.請問您為什麼不希望您的配偶外出工作?,haven_labelled,1,25-1.請問您為什麼不希望您的配偶外出工作?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
j7_3_1,,,0,,,0,,,0,J7_3.請問您家庭過去一年有沒有國內外旅遊/運動娛樂消遣的支出,haven_labelled,1,J7-3.「報紙雜誌書籍文具」支出有無,haven_labelled,1,,,0,,,0,2
q26,26.為了改善您的經濟狀況，請問您或您的家人需不需要政府幫忙?,haven_labelled,1,26.為了改善您的經濟狀況，請問您或您的家人需不需要政府幫忙?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
l2_3_5,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目五,haven_labelled,1,,,0,,,0,2
q27,27.假如為了改善原住民經濟狀況，政府提供一筆15年年利率固定3%的低利貸款，前三年僅繳利,haven_labelled,1,27.假如為了改善原住民經濟狀況，政府提供一筆15年年利率固定3%的低利貸款，前三年僅繳利,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q23d,23-4.請問每個月家庭平均支出中，運輸交通與通訊花費是多少?(油錢、電話費、公車費、汽機,haven_labelled,1,23-4.請問每個月家庭平均支出中，運輸交通與通訊花費是多少?(油錢、電話費、公車費、汽機,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q27a,27-1.請問您會貸多少款項?(萬元),haven_labelled,1,27-1.請問您會貸多少款項?(萬元),haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q27b,27-2.請問您不會申請貸款的原因?,haven_labelled,1,27-2.請問您不會申請貸款的原因?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
county2,,,0,,,0,,,0,,,0,戶籍地鄉鎮市區,haven_labelled,1,戶籍地完整鄉鎮市區,haven_labelled,1,,,0,2
q28,受訪身分,haven_labelled,1,受訪身分,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
city,,,0,,,0,,,0,,,0,縣市代碼,haven_labelled,1,縣市,haven_labelled,1,,,0,2
q23c,23-3.請問每個月家庭平均支出中，醫療保健費用是多少?(包括看病的掛號費或藥費及個人買的,haven_labelled,1,23-3.請問每個月家庭平均支出中，醫療保健費用是多少?(包括看病的掛號費或藥費及個人買的,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q23b,23-2.請問每個月家庭平均支出中，酒、菸、檳榔等消費是多少?,haven_labelled,1,23-2.請問每個月家庭平均支出中，酒、菸、檳榔等消費是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q24,24.請問您的配偶有沒有在工作?,haven_labelled,1,24.請問您的配偶有沒有在工作?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q25,25.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作?,haven_labelled,1,25.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q23a,23-1.請問每個月家庭平均支出中，食品消費是多少?(日常生活吃的部分，但不包含酒、菸、檳,haven_labelled,1,23-1.請問每個月家庭平均支出中，食品消費是多少?(日常生活吃的部分，但不包含酒、菸、檳,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
l2_3_4,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目四,haven_labelled,1,,,0,,,0,2
q21,21.請問您全家每個月平均總共收入是多少(所有人)?,haven_labelled,1,21.請問您全家每個月平均總共收入是多少(所有人)?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q22a,22-1.請問全家每個月平均收入中，工作收入是多少?,haven_labelled,1,22-1.請問全家每個月平均收入中，工作收入是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
j7_5_2,,,0,,,0,,,0,J7_5.平均每個月支出金額,haven_labelled,1,J7-5.「各項貸款/跟會的利息」支出金額,haven_labelled,1,,,0,,,0,2
j7_5_1,,,0,,,0,,,0,J7_5.請問您家庭過去一年有沒有買衣服/鞋子/襪子各項衣物的支出,haven_labelled,1,J7-5.「各項貸款/跟會的利息」支出有無,haven_labelled,1,,,0,,,0,2
l2_3_3,,,0,,,0,,,0,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目三,haven_labelled,1,,,0,,,0,2
j7_4_1,,,0,,,0,,,0,J7_4.請問您家庭過去一年有沒有利息/各項貸款/跟會的支出,haven_labelled,1,J7-4.「國內外跟團旅遊/運動娛樂消遣」支出有無,haven_labelled,1,,,0,,,0,2
j7_4_2,,,0,,,0,,,0,J7_4.平均每個月支出金額,haven_labelled,1,J7-4.「國內外跟團旅遊/運動娛樂消遣」支出金額,haven_labelled,1,,,0,,,0,2
j7_3_2,,,0,,,0,,,0,J7_3.平均每個月支出金額,haven_labelled,1,J7-3.「報紙雜誌書籍文具」支出金額,haven_labelled,1,,,0,,,0,2
q22b,22-2.請問全家每個月平均收入中，政府補助及津貼收入是多少?,haven_labelled,1,22-2.請問全家每個月平均收入中，政府補助及津貼收入是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q22c,22-3.請問全家每個月平均收入中，其他收入是多少?(利息、租金、民間團體補助、退休俸、兒,haven_labelled,1,22-3.請問全家每個月平均收入中，其他收入是多少?(利息、租金、民間團體補助、退休俸、兒,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
q23,23.請問您每個月家庭平均支出是多少?,haven_labelled,1,23.請問您每個月家庭平均支出是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,,,0,2
m5,,,0,,,0,,,0,,,0,,,0,M5.您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少?【過去一年平均每個月的,haven_labelled,1,,,0,1
m7_7_1,,,0,,,0,,,0,,,0,,,0,M7-7.您家庭過去一年有沒有以下支出(複選)?買衣服/鞋子/襪子各項衣物,haven_labelled,1,,,0,1
m4o,,,0,,,0,,,0,,,0,,,0,M4.您全家每個月用在支付「看病就醫、繳醫療保險費、購買醫療用品/設備等」的費用是多少,numeric,1,,,0,1
m7_7_2,,,0,,,0,,,0,,,0,,,0,M7-7.您家庭過去一年平均每個月支出金額：買衣服/鞋子/襪子各項衣物,haven_labelled,1,,,0,1
m7_6_2o,,,0,,,0,,,0,,,0,,,0,"M7-6.您家庭過去一年平均每個月支出金額：外食費/學生住宿費/自助旅行住宿服務費(11)30,000",numeric,1,,,0,1
m7_4_2o,,,0,,,0,,,0,,,0,,,0,"M7-4.您家庭過去一年平均每個月支出金額：國內外跟團旅遊/運動/電影/展覽/音樂會(11)30,000元",numeric,1,,,0,1
m7_4_2,,,0,,,0,,,0,,,0,,,0,M7-4.您家庭過去一年平均每個月支出金額：國內外跟團旅遊/運動/電影/展覽/音樂會,haven_labelled,1,,,0,1
m7_8_1,,,0,,,0,,,0,,,0,,,0,M7-8.您家庭過去一年有沒有以下支出(複選)?買家具/家庭電器/廚房用具,haven_labelled,1,,,0,1
m7_7_2o,,,0,,,0,,,0,,,0,,,0,"M7-7.您家庭過去一年平均每個月支出金額：買衣服/鞋子/襪子各項衣物(11)30,000元以上，請記",numeric,1,,,0,1
m7_1_1,,,0,,,0,,,0,,,0,,,0,M7-1.您家庭過去一年有沒有以下支出(複選)?請家庭佣人(打掃家庭/洗衣洗碗),haven_labelled,1,,,0,1
m7_4_1,,,0,,,0,,,0,,,0,,,0,M7-4.您家庭過去一年有沒有以下支出(複選)?國內外跟團旅遊/運動/電影/展覽/音樂會,haven_labelled,1,,,0,1
m7_6_2,,,0,,,0,,,0,,,0,,,0,M7-6.您家庭過去一年平均每個月支出金額：外食費/學生住宿費/自助旅行住宿服務費,haven_labelled,1,,,0,1
m7_1_2,,,0,,,0,,,0,,,0,,,0,M7-1.您家庭過去一年平均每個月支出金額：請家庭佣人(打掃家庭/洗衣洗碗),haven_labelled,1,,,0,1
m7_1_2o,,,0,,,0,,,0,,,0,,,0,"M7-1.您家庭過去一年平均每個月支出金額：請家庭佣人(打掃家庭/洗衣洗碗)(11)30,000元以上，",numeric,1,,,0,1
m7_2_1,,,0,,,0,,,0,,,0,,,0,M7-2.您家庭過去一年有沒有以下支出(複選)?各項學費/補習費/家教費,haven_labelled,1,,,0,1
m7_2_2,,,0,,,0,,,0,,,0,,,0,M7-2.您家庭過去一年平均每個月支出金額：各項學費/補習費/家教費,haven_labelled,1,,,0,1
m7_5_1,,,0,,,0,,,0,,,0,,,0,M7-5.您家庭過去一年有沒有以下支出(複選)?各項貸款/跟會的利息,haven_labelled,1,,,0,1
m7_10_2o,,,0,,,0,,,0,,,0,,,0,"M7-10.您家庭過去一年平均每個月支出金額：其他費用(11)30,000元以上，請記錄__元",numeric,1,,,0,1
m7_10_2,,,0,,,0,,,0,,,0,,,0,M7-10.您家庭過去一年平均每個月支出金額：其他費用,haven_labelled,1,,,0,1
m7_2_2o,,,0,,,0,,,0,,,0,,,0,"M7-2.您家庭過去一年平均每個月支出金額：各項學費/補習費/家教費(11)30,000元以上，請記錄__",numeric,1,,,0,1
m7_3_1,,,0,,,0,,,0,,,0,,,0,M7-3.您家庭過去一年有沒有以下支出(複選)?報紙雜誌書籍文具,haven_labelled,1,,,0,1
m7_10_1,,,0,,,0,,,0,,,0,,,0,M7-10.您家庭過去一年有沒有以下支出(複選)?其他費用,haven_labelled,1,,,0,1
m6o,,,0,,,0,,,0,,,0,,,0,M6.您全家每個月用在支付「繳各種稅、勞健保、農漁保險、買彩券、紅白包禮金、捐款」的,numeric,1,,,0,1
m7_3_2,,,0,,,0,,,0,,,0,,,0,M7-3.您家庭過去一年平均每個月支出金額：報紙雜誌書籍文具,haven_labelled,1,,,0,1
m6,,,0,,,0,,,0,,,0,,,0,M6.您全家每個月用在支付「繳各種稅、勞健保、農漁保險、買彩券、紅白包禮金、捐款」的,haven_labelled,1,,,0,1
m5o,,,0,,,0,,,0,,,0,,,0,"M5.您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少?(12)30,000元以上，請記錄__",numeric,1,,,0,1
m7_3_2o,,,0,,,0,,,0,,,0,,,0,"M7-3.您家庭過去一年平均每個月支出金額：報紙雜誌書籍文具(11)30,000元以上，請記錄__元",numeric,1,,,0,1
m7_11,,,0,,,0,,,0,,,0,,,0,M7-11.您家庭過去一年有沒有以下支出(複選)?以上都沒有,haven_labelled,1,,,0,1
m7_5_2,,,0,,,0,,,0,,,0,,,0,M7-5.您家庭過去一年平均每個月支出金額：各項貸款/跟會的利息,haven_labelled,1,,,0,1
m7_5_2o,,,0,,,0,,,0,,,0,,,0,"M7-5.您家庭過去一年平均每個月支出金額：各項貸款/跟會的利息(11)30,000元以上，請記錄__元",numeric,1,,,0,1
m7_6_1,,,0,,,0,,,0,,,0,,,0,M7-6.您家庭過去一年有沒有以下支出(複選)?外食費/學生住宿費/自助旅行住宿服務費,haven_labelled,1,,,0,1
a1,,,0,,,0,,,0,,,0,,,0,,,0,請問您的家庭型態是什麼？ □(1)單人家庭 □(2)夫婦家庭 □(3)單親家庭 □(4)核心家庭 □(5)祖孫家庭 □(6)三代家庭 □(7)其他家庭,character,1,1
l2_4_6,,,0,,,0,,,0,,,0,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊六,haven_labelled,1,,,0,,,0,1
m3o,,,0,,,0,,,0,,,0,,,0,M3.您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保,numeric,1,,,0,1
